units_sold,badges_count,shipping_option_price,inventory_total,has_urgency_banner,merchant_info_subtitle,product_id,uses_ad_boosts
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(568 notes)',5e9ae51d43d6a96e303acdb0,0
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','89 \% avis positifs (15,538 notes)',5c84bd33d8694176615f7019,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','89 \% avis positifs (15,538 notes)',5c84bd33d8694176615f7019,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (27,175 notes)',5eccb8aa18e87d64f13e012c,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (27,175 notes)',5eccb8aa18e87d64f13e012c,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(66,644 notes)',5edf07e70b313014b48a7450,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(66,644 notes)',5edf07e70b313014b48a7450,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','86 \% avis positifs (12,309 notes)',5d0b0ac9fdbec0744e2584a9,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86 \% avis positifs (12,309 notes)',5d0b0ac9fdbec0744e2584a9,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (21,412 notes)',5c2f4fd85c994c42faf7c82b,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (21,412 notes)',5c2f4fd85c994c42faf7c82b,1
'\'(2.456275-4.618199]\'','\'(1.014053-inf)\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','91 \% avis positifs (794 notes)',5d0729b0f945bd59ac54b329,1
'\'(2.456275-4.618199]\'','\'(1.014053-inf)\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','91 \% avis positifs (794 notes)',5d0729b0f945bd59ac54b329,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','83 \% avis positifs (18 notes)',5ece1b9e57fd6f3ea96f0b26,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (18 notes)',5ece1b9e57fd6f3ea96f0b26,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (1,373 notes)',5e54bf2ed1ef373d3ad6d1d9,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (1,373 notes)',5e54bf2ed1ef373d3ad6d1d9,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','83 \% avis positifs (32,168 notes)',5ebbd192c1b69c3de34286cc,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','83 \% avis positifs (32,168 notes)',5ebbd192c1b69c3de34286cc,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','82 \% avis positifs (25,356 notes)',5abb1309dc0c285e4eb675a8,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','82 \% avis positifs (25,356 notes)',5abb1309dc0c285e4eb675a8,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(22,711 notes)',5df202bb707508021388614a,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(22,711 notes)',5df202bb707508021388614a,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (366 notes)',5ecc8472fe429946b009900e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (366 notes)',5ecc8472fe429946b009900e,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (42,919 notes)',5acb0ab0a69e66115b133cec,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','87 \% avis positifs (42,919 notes)',5acb0ab0a69e66115b133cec,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(59,903 notes)',5cd3e32fd908537780580e43,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(59,903 notes)',5cd3e32fd908537780580e43,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(73,271 notes)',5e93d2215a3eed0c80ed2e56,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(73,271 notes)',5e93d2215a3eed0c80ed2e56,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (1,338 notes)',5eeb1da8eeb02e10154792a6,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (1,338 notes)',5eeb1da8eeb02e10154792a6,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (35,262 notes)',5c6bb167314806702b1b55ca,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (35,262 notes)',5c6bb167314806702b1b55ca,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (2,782 notes)',5edf3082e066d71501a40c73,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (2,782 notes)',5edf3082e066d71501a40c73,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(3,209 notes)',5b1f7d6c3c6b9b16c50a857c,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(3,209 notes)',5b1f7d6c3c6b9b16c50a857c,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (55,670 notes)',5d78933775c1735981cf4c25,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (55,670 notes)',5d78933775c1735981cf4c25,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (20,387 notes)',5e9544e52c07571a03ec85a8,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(3.006102-3.995775]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (20,387 notes)',5e9544e52c07571a03ec85a8,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(4,435 notes)',5eccd22b4497b86fd48f16b4,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(4,435 notes)',5eccd22b4497b86fd48f16b4,1
'\'(6.907155-6.910279]\'','\'(1.014053-inf)\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(6,187 notes)',5d04e3db2ec1245228829a64,1
'\'(6.910279-8.514816]\'','\'(1.014053-inf)\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(6,187 notes)',5d04e3db2ec1245228829a64,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(4,435 notes)',5eccd22b4497b86fd48f16b4,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(4,435 notes)',5eccd22b4497b86fd48f16b4,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (55,670 notes)',5d78933775c1735981cf4c25,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (55,670 notes)',5d78933775c1735981cf4c25,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','87 \% avis positifs (42,919 notes)',5acb0ab0a69e66115b133cec,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','87 \% avis positifs (42,919 notes)',5acb0ab0a69e66115b133cec,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (12,919 notes)',5ebf573c45f8f02b2539663b,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (12,919 notes)',5ebf573c45f8f02b2539663b,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (20,387 notes)',5e69cad1c01db73c10b938e7,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (20,387 notes)',5e69cad1c01db73c10b938e7,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (703 notes)',5e6bbe2bb683599ccbb78637,1
'\'(4.618199-6.907155]\'','\'(1.014053-inf)\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (703 notes)',5e6bbe2bb683599ccbb78637,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (1,373 notes)',5e54bf2ed1ef373d3ad6d1d9,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','85 \% avis positifs (1,373 notes)',5e54bf2ed1ef373d3ad6d1d9,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(1,585 notes)',5caeb60f046e927ba20e27eb,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(1,585 notes)',5caeb60f046e927ba20e27eb,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (27,175 notes)',5ac31ba3a9cca9278bbf44d5,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (27,175 notes)',5ac31ba3a9cca9278bbf44d5,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','76 \% avis positifs (254 notes)',5ed9de39b6befd33de8dd908,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','76 \% avis positifs (254 notes)',5ed9de39b6befd33de8dd908,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(96,838 notes)',5d15731024c17f6b8b9bd97a,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(96,838 notes)',5d15731024c17f6b8b9bd97a,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(23,832 notes)',5cedf17ad1d44c52c59e4aca,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(23,832 notes)',5cedf17ad1d44c52c59e4aca,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (50,864 notes)',5eb4dcebdaa4b90940076979,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (50,864 notes)',5eb4dcebdaa4b90940076979,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.999647-inf)\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','86\% Feedback pozitiv (45,151 rating)',5ec3740fa7ed5d2fbc7460a5,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86\% Feedback pozitiv (45,151 rating)',5ec3740fa7ed5d2fbc7460a5,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(3,053 notes)',5ea8cfb44e671a04ca0e5b79,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','(3,053 notes)',5ea8cfb44e671a04ca0e5b79,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','73 \% avis positifs (79 notes)',5e951ed83843b713841430e1,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','73 \% avis positifs (79 notes)',5e951ed83843b713841430e1,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','86 \% avis positifs (2,782 notes)',5db12c316a6f680a03dba43d,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (2,782 notes)',5db12c316a6f680a03dba43d,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(4.968891-inf)\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (514 notes)',5ea0f2a654446407c111b622,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(4.004122-4.968891]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (514 notes)',5ea0f2a654446407c111b622,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (11,505 notes)',5d11e3e51bb88e735249cbbb,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (11,505 notes)',5d11e3e51bb88e735249cbbb,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','87 \% avis positifs (14,095 notes)',5cf7a100809b316c5d761f61,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','87 \% avis positifs (14,095 notes)',5cf7a100809b316c5d761f61,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','79 \% avis positifs (291 notes)',5ed48479a79b693eae66e575,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','79 \% avis positifs (291 notes)',5ed48479a79b693eae66e575,1
'\'(6.910279-8.514816]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (5,816 notes)',5cedf93ac0baab7389f4ccd7,1
'\'(8.519045-9.208853]\'','\'(0.002146-0.992962]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','83 \% avis positifs (5,816 notes)',5cedf93ac0baab7389f4ccd7,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (12,006 notes)',5d14546bf5eab044136b2540,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (12,006 notes)',5d14546bf5eab044136b2540,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','78 \% avis positifs (288 notes)',5eaa6d9c8d99eb3ec06709f4,1
'\'(2.456275-4.618199]\'','\'(0.002146-0.992962]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','78 \% avis positifs (288 notes)',5eaa6d9c8d99eb3ec06709f4,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (703 notes)',5ebb9faea86f7a4d86e2f6fb,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (703 notes)',5ebb9faea86f7a4d86e2f6fb,1
'\'(2.456275-4.618199]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (171 notes)',5e26fc417db45b12adcdffef,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','84 \% avis positifs (171 notes)',5e26fc417db45b12adcdffef,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(88,193 notes)',5ea8dcee238ae108c8a57aa1,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(88,193 notes)',5ea8dcee238ae108c8a57aa1,1
'\'(8.519045-9.208853]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (16,013 notes)',5ceb62be9795ee4693f2cd00,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (16,013 notes)',5ceb62be9795ee4693f2cd00,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','83 \% avis positifs (17,752 notes)',5af406469be1de3b00f73128,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.999647-inf)\'','83 \% avis positifs (17,752 notes)',5af406469be1de3b00f73128,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','86 \% avis positifs (114 notes)',5e707d59ad58d64d89a54409,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (114 notes)',5e707d59ad58d64d89a54409,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (12,441 notes)',5e6881d5e045550e433acc50,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','83 \% avis positifs (12,441 notes)',5e6881d5e045550e433acc50,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (366 notes)',5ecc8472fe429946b009900e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (366 notes)',5ecc8472fe429946b009900e,1
'\'(9.211215-9.899354]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','90 \% avis positifs (320,031 notes)',5aa37d856d638a7ee5469a6c,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(2.000573-2.999816]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (320,031 notes)',5aa37d856d638a7ee5469a6c,1
'\'(2.456275-4.618199]\'','\'(0.002146-0.992962]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','68 \% avis positifs (359 notes)',5ea914e163d59930cccc879c,1
'\'(2.456275-4.618199]\'','\'(0.002146-0.992962]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','68 \% avis positifs (359 notes)',5ea914e163d59930cccc879c,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','93 \% avis positifs (619 notes)',5ed49e6cbddbc879074ce8db,1
'\'(4.618199-6.907155]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','93 \% avis positifs (619 notes)',5ed49e6cbddbc879074ce8db,1
'\'(4.618199-6.907155]\'','\'(0.002146-0.992962]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','88 \% avis positifs (31,138 notes)',5ebe0ead593b960eb1c82d0b,1
'\'(6.910279-8.514816]\'','\'(-inf-0.002146]\'','\'(1.0053-1.996401]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (31,138 notes)',5ebe0ead593b960eb1c82d0b,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','81\% Positive Feedback (28 ratings)',5ed8b757c840df324c7796aa,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.000077-0.999647]\'','81\% Positive Feedback (28 ratings)',5ed8b757c840df324c7796aa,1
